"EGID";"EDID";"Strada";"Civico";"X";"Y";"NroPiani";"AbitazioniPrimarie";"AbitazioniSecondarie"
11131985;0;"Via delle Scuole";"12";714060;90065;1;1;0
11131986;0;"Via Cernesio";"7";714841;90484;3;1;0
11131987;0;"Via delle Scuole";"16";714080;90095;2;3;1
11131989;0;"Via San Carlo";"16";714629;90425;2;1;0
11131990;0;"Via Vigano";"4";714775;91221;2;1;1
11131991;0;"Via San Carlo";"9";714735;90446;3;0;1
11131992;0;"Via San Carlo";"11";714682;90404;1;1;0
11131993;0;"Via San Carlo";"7";714772;90466;3;1;0
11131995;0;"Via al Lago";"30";713436;90987;2;1;1
11131996;0;"Via Roncone";"9";713398;91119;3;2;1
11131997;0;"Via Roncone";"21";713393;91283;2;1;0
11131998;0;"Via al Lago";"66";713328;91388;3;2;1
11131999;0;"Via al Lago";"6";713464;90649;3;1;0
11132000;0;"Via al Lago";"18";713453;90756;3;3;6
11132001;0;"Via Campagnora";"9";713442;90872;3;1;0
11132002;0;"Via Campagnora";"7";713456;90841;2;1;0
11132003;0;"Via Campagnora";"6";713500;90715;3;3;0
11132004;0;"Via al Lago";"24";713458;90931;6;2;5
11132005;0;"Via Casoro";"19";713703;90284;2;1;0
11132006;0;"Via Casoro";"23";713692;90375;3;2;0
11132007;0;"Via Casoro";"25";713683;90386;3;1;0
11132008;0;"Via Casoro";"2";713912;90096;3;1;0
11132009;0;"Contrada di Casoro";"2";713834;90122;2;1;0
11132012;0;"Contrada di Casoro";"1";713819;90127;3;1;0
11132013;0;"Contrada di Casoro";"3";713817;90139;3;2;0
11132015;0;"Via Casoro";"8";713806;90144;3;1;0
11132016;0;"Via Casoro";"12";713782;90153;2;0;1
11132017;0;"Contrada di Casoro";"17";713790;90162;3;1;0
11132018;0;"Contrada di Casoro";"22";713785;90176;3;2;0
11132019;0;"Contrada di Casoro";"24";713771;90185;2;1;0
11132023;0;"Via Casoro";"32";713775;90341;2;1;0
11132024;0;"Via Casoro";"30";713776;90332;2;0;1
11132025;0;"Via Casoro";"28";713756;90346;2;1;0
11132026;0;"Via Casoro";"24";713747;90332;2;1;0
11132027;0;"Via Casoro";"38";713725;90369;2;1;0
11132028;0;"Via delle Scuole";"3";713994;90127;2;2;0
11132029;0;"Via Tassera";"5";714066;90169;2;1;0
11132030;0;"Via Tassera di Sotto";"2";714067;90125;2;2;0
11132032;0;"Via Tassera";"11";714077;90214;2;2;0
11132034;0;"Via Tassera";"12";714118;90221;3;1;0
11132035;0;"Via Tassera";"6";714139;90202;2;2;0
11132036;0;"Via delle Scuole";"9";714098;90144;1;1;0
11132037;0;"Via Tassera";"1";714139;90184;3;1;1
11132038;0;"Via Tassera";"18";714112;90264;4;3;0
11132040;0;"Via al Municipio";"1";714481;90758;3;2;0
11132042;0;"Via alla Chiesa";"7";714302;90929;3;3;0
11132043;0;"Via alla Chiesa";"19";714329;90967;3;0;1
11132044;0;"Via Barbengo di Sopra";"5";714359;91052;3;1;0
11132044;1;"Via Barbengo di Sopra";"7";714359;91052;3;1;0
11132045;0;"Via Barbengo di Sopra";"4";714369;91041;3;1;0
11132046;0;"Via Barbengo di Sopra";"6";714383;91058;3;1;0
11132047;0;"Via Agra";"3";714389;91049;3;2;0
11132048;0;"Via alla Chiesa";"6a";714311;90928;3;1;0
11132048;1;"Via alla Chiesa";"6b";714311;90928;3;2;1
11132049;0;"Strecia dei Guidini";"13";714351;90918;2;0;1
11132050;0;"Strecia dei Guidini";"7";714364;90921;3;1;0
11132051;0;"Strecia dei Guidini";"3";714366;90933;4;1;0
11132053;0;"Strecia dei Guidini";"4";714356;90959;3;1;0
11132054;0;"Piazza del Capoluogo";"1";714374;90961;3;0;1
11132055;0;"Via al Municipio";"13";714523;90892;3;3;0
11132056;0;"Via Agra";"4";714403;91023;2;2;0
11132057;0;"Via Barbengo";"18";714432;91028;3;1;1
11132058;0;"Via Barbengo";"14";714461;91092;3;2;0
11132059;0;"Via Barbengo";"17";714443;91005;2;1;0
11132061;0;"Via al Municipio";"25";714562;91037;2;2;0
11132062;0;"Vicolo San Martino";"12";714597;91125;3;1;0
11132063;0;"Via al Municipio";"31";714605;91100;2;1;0
11132064;0;"Via Agra";"14";714431;91161;2;1;0
11132065;0;"Via Barbengo";"4";714543;91128;2;1;1
11132066;0;"Via alla Cà";"3";714597;91223;3;2;0
11132067;0;"Via alla Cà";"7";714626;91258;3;1;0
11132068;0;"Via alla Cà";"5";714620;91252;3;1;0
11132069;0;"Via alla Cà";"9";714631;91263;3;1;0
11132070;0;"Vicolo San Martino";"2";714625;91160;4;3;0
11132071;0;"Via al Municipio";"33";714613;91113;3;0;1
11132072;0;"Vicolo San Martino";"3";714625;91138;3;2;0
11132073;0;"Vicolo San Martino";"1";714631;91144;3;1;0
11132074;0;"Via Cadepiano";"1";714681;91198;2;1;0
11132075;0;"Via Su Pos";"3";714658;91243;2;2;0
11132076;0;"Via Debarcadero";"1";713688;89569;3;3;0
11132077;0;"Via Cantonale";"74";713749;89799;3;3;9
11132078;0;"Via Cantonale";"83";713718;89605;3;1;0
11132079;0;"Via Cantonale";"77";713765;89704;2;2;0
11132080;0;"Via Monte Panorama";"5";713844;89826;2;1;0
11132081;0;"Via Monte Panorama";"22";713877;89812;2;0;1
11132082;0;"Via Cantonale";"71";713761;89815;3;1;0
11132083;0;"Via Monte Panorama";"1";713780;89836;3;1;0
11132085;0;"Via Cantonale";"64";713743;89840;4;4;0
11132087;0;"Via Cantonale";"60";713741;89858;3;0;1
11132090;0;"Via Cantonale";"53";713970;89944;2;1;0
11132091;0;"Via Cantonale";"49";714019;89964;2;1;0
11132092;0;"Via Cantonale";"47";714048;89997;2;0;1
11132093;0;"Via Cantonale";"41";714609;90273;2;1;0
11132094;0;"Via Cantonale";"27";714870;90467;2;2;0
11132095;0;"Via Cantonale";"19";715072;90798;3;1;0
11132097;0;"Via al Mulino";"7";715114;90820;2;1;0
11132098;0;"Via al Mulino";"1";715077;90819;3;2;0
11132101;0;"Via Cantonale";"11";715089;90842;3;1;0
11132103;0;"Via alla Chiesa";"1";714350;90723;3;1;0
11132104;0;"Via Su Pos";"1";714661;91225;3;2;0
11132105;0;"Via Cantonale";"81";713723;89628;2;1;0
11132106;0;"Via Cantonale";"31f";714843;90413;2;1;0
11132108;0;"Via Cantonale";"28";714876;90501;2;1;0
11132109;0;"Via Tassera di Sotto";"1";714025;90110;2;1;0
11132110;0;"Via Tassera di Sotto";"9";714001;90190;2;1;1
11132111;0;"Via Cantonale";"32a";714768;90414;2;1;0
11132112;0;"Via delle Scuole";"34a";714185;90186;3;1;0
11132114;0;"Via alla Riva";"2";713747;90135;2;0;1
11132115;0;"Via alla Riva";"1";713741;90138;1;1;0
11132116;0;"Via alla Riva";"10";713766;90080;1;1;0
11132118;0;"Via Cadepiano";"38";715162;91710;3;3;0
11132119;0;"Via Tassera";"4";714164;90222;2;1;0
11132120;0;"Via Cernesio";"5";714840;90509;2;3;0
11132122;0;"Via Barbengo di Sopra";"19";714353;91103;2;1;0
11132123;0;"Via al Lago";"14";713451;90691;2;0;1
11132124;0;"Via al Lago";"12";713475;90689;3;2;3
11132126;0;"Via alla Foce";"2";713668;89884;2;1;0
11132131;0;"Via alla Foce";"3";713942;89968;2;1;0
11132132;0;"Via delle Scuole";"30";714157;90144;2;1;0
11132133;0;"Via delle Scuole";"28";714147;90136;2;1;0
11132134;0;"Via delle Scuole";"24";714129;90124;2;1;0
11132135;0;"Via delle Scuole";"22";714122;90119;2;1;0
11132136;0;"Via delle Scuole";"34b";714197;90168;3;1;0
11132137;0;"Via delle Scuole";"34c";714221;90184;3;1;0
11132138;0;"Via delle Scuole";"34d";714238;90196;3;1;0
11132140;0;"Contrada di Casoro";"4";713825;90131;2;0;1
11132141;0;"Via Cantonale";"32b";714754;90403;2;1;0
11132142;0;"Via Cantonale";"79";713738;89645;2;1;1
11132143;0;"Via Cantonale";"31d";714811;90407;2;1;0
11132144;0;"Via Cantonale";"31h";714823;90395;2;1;0
11132145;0;"Via Cantonale";"31c";714820;90417;2;1;0
11132146;0;"Via Cantonale";"31g";714833;90404;2;1;0
11132147;0;"Via Cantonale";"31b";714830;90426;2;1;0
11132149;0;"Via Cantonale";"31a";714839;90435;2;1;0
11132150;0;"Via Prati Botta";"5c";714697;91107;2;1;0
11132152;0;"Via Cantonale";"62";713742;89850;4;0;1
11132153;0;"Via Barbengo";"10";714480;91124;3;1;0
11132154;0;"Via Cantonale";"3";715098;90846;3;2;0
11132155;0;"Via Barbengo di Sopra";"17";714362;91115;3;1;0
11132156;0;"Via Campagnora";"2";713506;90656;2;1;0
11132157;0;"Contrada di Casoro";"20";713791;90183;3;1;0
11132158;0;"Via Privata";"15";713893;89979;1;1;0
11132159;0;"Via Campagnora";"10";713494;90767;2;1;0
11132160;0;"Corte di Sopra Cadepiano";"2";714667;91207;3;1;1
11132161;0;"Via Tassera";"22";714062;90252;2;1;0
11132162;0;"Via al Municipio";"15";714523;90918;2;1;1
11132163;0;"Via Monte Panorama";"20";713871;89802;1;1;0
11132164;0;"Via alla Cà";"11";714631;91275;3;1;0
11132165;0;"Corte di Sotto Cadepiano";"4";714695;91175;3;4;0
11132166;0;"Via Cantonale";"5";715092;90856;4;1;1
11132167;0;"Via Cantonale";"1";715109;90885;3;1;0
11132168;0;"Via Casoro";"44";713649;90447;3;1;0
11132169;0;"Via Tassera di Sotto";"5";714010;90161;2;1;0
11132170;0;"Strecia dei Guidini";"19";714337;90920;3;1;0
11132172;0;"Via Barbengo";"2";714604;91189;2;1;0
11132173;0;"Via al Municipio";"19";714541;90977;2;1;0
11132174;0;"Via San Carlo";"14";714646;90442;1;1;0
11132175;0;"Corte di Sopra Cadepiano";"3";714677;91210;3;0;1
11132176;0;"Via Roncone";"12";713438;91187;2;0;1
11132177;0;"Via delle Scuole";"18";714100;90111;2;1;0
11132178;0;"Via Tassera";"10";714096;90184;2;1;0
11132179;0;"Via Casoro";"9";713840;90087;2;1;0
11132180;0;"Via San Carlo";"19";714562;90316;2;2;0
11132182;0;"Strecia dei Guidini";"15";714345;90916;2;1;0
11132183;0;"Via al Piano";"3";713844;90031;3;2;0
11132184;0;"Via Cernesio";"3";714849;90516;2;1;0
11132185;0;"Via Cantonale";"85";713717;89589;2;1;0
11132186;0;"Via Privata";"2";713900;90059;2;1;0
11132187;0;"Via Agra";"8";714420;91086;2;1;0
11132188;0;"Via Vigano";"2";714744;91236;2;1;0
11132189;0;"Via alla Foce";"13";713783;89908;2;1;0
11132191;0;"Via Campagnora";"18";713447;90888;2;1;0
11132192;0;"Via Tassera";"16";714161;90259;2;1;0
11132193;0;"Via Privata";"4";713896;90038;2;1;0
11132194;0;"Via Privata";"6";713893;90021;2;1;0
11132195;0;"Via al Lago";"28";713437;90969;1;1;0
11132196;0;"Via Tassera";"7";714101;90234;3;1;0
11132197;0;"Via Cantonale";"63";713812;89875;2;1;0
11132199;0;"Via alle Brughette";"1a";714851;90715;3;6;0
11132199;1;"Via alle Brughette";"1b";714851;90715;3;5;1
11132201;0;"Via alle Brughette";"19a";714876;90631;3;6;0
11132201;1;"Via alle Brughette";"19b";714876;90631;3;6;0
11132214;0;"Via alle Brughette";"2";714803;90736;3;5;1
11132214;1;"Via alle Brughette";"4";714803;90736;3;6;0
11132214;2;"Via alle Brughette";"6";714803;90736;3;6;0
11132218;0;"Via alla Chiesa";"2";714266;90872;3;2;0
11132219;0;"Via Tassera";"9";714090;90226;4;2;0
11132220;0;"Via al Municipio";"8";714613;90841;7;17;1
11132222;0;"Via delle Scuole";"1";713977;90117;3;4;0
11132223;0;"Vicolo San Martino";"6";714614;91144;3;1;0
11132224;0;"Via al Lago";"8";713455;90669;2;1;0
11132225;0;"Via al Municipio";"9";714509;90843;2;2;0
11132226;0;"Via Cantonale";"44";714563;90271;3;1;0
11132227;0;"Via delle Scuole";"14";714063;90092;2;1;0
11132229;0;"Via Cantonale";"57";713927;89921;3;1;0
11132233;0;"Via Barbengo";"3";714581;91154;2;1;0
11132234;0;"Via Soreso";"15";714676;90769;3;3;0
11132235;0;"Via Soreso";"11";714665;90729;3;3;0
11132237;0;"Via alle Brughette";"22";714755;90711;3;6;0
11132237;1;"Via alle Brughette";"24";714755;90711;3;6;0
11132239;0;"Via alle Brughette";"12";714766;90639;3;6;0
11132239;1;"Via alle Brughette";"16";714766;90639;3;6;0
11132239;2;"Via alle Brughette";"14";714766;90639;3;5;1
11132244;0;"Via Cadepiano";"6";714691;91176;2;1;0
11132244;1;"Corte di Sotto Cadepiano";"5";714691;91176;2;1;0
11132245;0;"Via Prati Botta";"2";714658;91155;3;1;0
11132257;0;"Via al Municipio";"17";714531;90957;2;1;0
11132260;0;"Via alla Chiesa";"11";714314;90941;3;1;0
11132266;0;"Via alle Brughette";"21";714900;90594;3;6;0
11132270;0;"Via alle Brughette";"25";714880;90549;3;5;1
11132276;0;"Via alle Brughette";"17";714912;90640;3;6;0
11132281;0;"Via Barbengo";"1";714613;91171;2;1;0
11132283;0;"Via Campagnora";"12";713508;90807;4;1;10
11132286;0;"Via Cernesio";"6";714812;90471;2;2;0
11132291;0;"Via delle Scuole";"34e";714218;90214;3;6;0
11132298;0;"Via Casoro";"17";713669;90173;1;1;0
11133464;0;"Ca' dal Poz";;725563;105729;1;1;0
11133465;0;"Bogno";;725570;105648;3;1;0
11133466;0;"Bogno";;725541;105668;2;1;0
11133468;0;"Bogno";;725559;105646;2;0;1
11133469;0;"Bogno";;725565;105639;3;0;1
11133470;0;"Bogno";;725550;105645;2;1;0
11133472;0;"Bogno";;725536;105646;3;2;0
11133473;0;"Bogno";;725531;105638;2;0;1
11133474;0;"Bogno";;725514;105641;3;1;0
11133475;0;"Bogno";;725534;105626;3;0;1
11133476;0;"Bogno";;725449;105536;3;1;0
11133477;0;"Bogno";;725476;105557;1;0;1
11133478;0;"Bogno";;725569;105606;3;3;0
11133479;0;"Bogno";;725641;105608;2;2;0
11133480;0;"Bogno";;725609;105570;3;1;0
11133481;0;"Bogno";;725628;105555;3;0;1
11133482;0;"Bogno";;725679;105550;2;2;0
11133483;0;"Bogno";;725381;105543;1;1;0
11133484;0;"Bogno";;725524;105523;1;1;0
11133486;0;"Bogno";;725634;105521;3;1;0
11133487;0;"Bogno";;725592;105741;1;1;0
11133488;0;"Bugertone";;725616;105716;2;1;0
11133489;0;"Bugertone";;725646;105696;2;1;0
11133490;0;"Bugertone";;725652;105674;3;1;0
11133491;0;"Bugertone";;725739;105579;2;3;0
11133493;0;"Marda";;724978;105403;2;1;0
11133494;0;"Bogno";;725339;105562;2;1;0
11133495;0;"Pianelle";;725845;105768;2;1;0
11133496;0;"Bogno";;725791;105509;2;2;0
11133497;0;"Marda";;724910;105383;3;2;0
11133498;0;"Bogno";;725607;105590;2;1;0
11133499;0;"Bugertone";;725739;105536;2;1;0
11133500;0;"Bogno";;725653;105589;4;1;1
11133501;0;"Bugertone";;725676;105602;2;1;0
11133614;0;"Via Costera";"1";715502;96701;4;5;0
11133615;0;"Via Prada";"1";715798;95921;3;2;0
11133616;0;"Via Crespera";"48";715392;97324;3;0;3
11133617;0;"Via Crespera";"50a";715409;97299;2;1;0
11133618;0;"Via Crespera";"50b";715394;97285;2;1;0
11133619;0;"Via Crespera";"50c";715437;97307;2;1;0
11133620;0;"Via Crespera";"50d";715422;97292;3;2;0
11133621;0;"Via Crespera";"55";715507;97337;2;2;0
11133622;0;"Via Crespera";"56";715547;97232;1;1;0
11133623;0;"Via Crespera";"58";715524;97210;2;1;0
11133624;0;"Via Crespera";"60";715514;97180;2;4;0
11133625;0;"Via Crespera";"62";715540;97194;2;1;0
11133626;0;"Via Crespera";"64";715566;97217;2;1;0
11133627;0;"Via Crespera";"65";715586;97249;4;2;1
11133628;0;"Via Crespera";"67";715604;97226;3;3;1
11133629;0;"Via Crespera";"68";715577;97179;2;1;0
11133630;0;"Via Crespera";"69";715628;97205;3;4;0
11133631;0;"Via Cresperone";"2b";715621;97119;2;2;0
11133632;0;"Via Cresperone";"3";715556;97083;3;2;1
11133633;0;"Via Cresperone";"4";715565;97107;3;2;0
11133634;0;"Via Cresperone";"5";715532;97076;2;2;0
11133638;0;"Via Cresperone";"7";715509;97081;2;1;0
11133638;1;"Via Cresperone";"7c";715509;97081;2;1;0
11133638;2;"Via Cresperone";"7d";715509;97081;2;1;0
11133638;3;"Via Cresperone";"7b";715509;97081;2;1;0
11133638;4;"Via Cresperone";"7a";715509;97081;2;1;0
11133640;0;"Via Cresperone";"9";715470;97062;3;3;0
11133641;0;"Via Cresperone";"9a";715434;97043;4;2;0
11133642;0;"Via Cresperone";"10";715394;97069;3;1;0
11133643;0;"Via Cresperone";"11";715413;97043;3;2;0
11133645;0;"Via S. Antonio";"1";715601;97003;3;3;0
11133646;0;"Via S. Antonio";"2";715555;97055;2;1;0
11133647;0;"Via S. Antonio";"6";715489;97029;2;2;0
11133649;0;"Via S. Antonio";"8";715478;97017;2;0;1
11133651;0;"Via S. Antonio";"10";715456;97009;2;2;0
11133653;0;"Via S. Antonio";"12";715440;97006;2;1;0
11133655;0;"Via S. Antonio";"14";715417;96994;2;1;0
11133657;0;"Via S. Antonio";"21";715481;96965;2;1;0
11133658;0;"Via alla Cava";"3";715679;96956;2;1;0
11133659;0;"Via alla Cava";"5";715678;96934;2;1;0
11133660;0;"Via alla Cava";"5a";715678;96919;2;1;0
11133661;0;"Via alla Cava";"7";715679;96904;2;2;0
11133662;0;"Via alla Cava";"9";715655;96902;2;2;0
11133663;0;"Via alla Cava";"11";715655;96926;2;1;0
11133664;0;"Via alla Cava";"13";715652;96953;2;2;0
11133665;0;"Via Bioggio";"1";715110;97137;3;1;0
11133666;0;"Via Bioggio";"114";715912;96725;3;2;1
11133667;0;"Via San Carlo";"1";715816;96813;6;26;0
11133668;0;"Via San Carlo";"1a";715839;96798;7;13;0
11133670;0;"Via San Carlo";"8";715725;96860;2;0;1
11133671;0;"Via San Carlo";"10";715703;96861;3;3;1
11133672;0;"Via San Carlo";"11";715679;96833;5;15;0
11133673;0;"Via San Carlo";"17";715605;96850;2;1;0
11133674;0;"Via San Carlo";"19";715599;96824;2;2;0
11133675;0;"Via San Carlo";"21";715596;96797;2;1;0
11133676;0;"Via San Carlo";"22";715514;96921;6;12;0
11133677;0;"Via San Carlo";"23";715510;96858;2;2;0
11133678;0;"Via San Carlo";"24";715516;96936;6;15;0
11133679;0;"Via San Carlo";"25";715548;96877;3;2;2
11133680;0;"Via San Carlo";"26";715518;96951;6;12;0
11133681;0;"Via San Carlo";"27";715503;96894;2;1;1
11133682;0;"Via Camara";"16";715653;97066;3;0;0
11133683;0;"Via Camara";"18";715589;96970;6;12;1
11133684;0;"Via Camara";"20";715587;96954;6;14;1
11133685;0;"Via Camara";"21";715628;96947;4;6;1
11133686;0;"Via Camara";"21a";715628;96911;2;2;0
11133687;0;"Via Camara";"22";715584;96938;6;15;0
11133688;0;"Via Camara";"23";715604;96906;4;6;1
11133689;0;"Via Camara";"24";715581;96920;6;11;1
11133690;0;"Via Camara";"27";715580;96863;2;1;0
11133691;0;"Via Camara";"29";715577;96843;2;1;0
11133692;0;"Via Camara";"30";715508;96828;2;2;0
11133693;0;"Via Camara";"31";715574;96820;2;1;0
11133694;0;"Via Camara";"32";715482;96815;3;3;0
11133695;0;"Via Camara";"33";715570;96799;2;1;2
11133696;0;"Via Camara";"34";715523;96775;3;9;0
11133697;0;"Via Camara";"38";715503;96751;3;9;0
11133698;0;"Via Camara";"36";715488;96778;3;9;0
11133699;0;"Via Camara";"43";715572;96694;1;1;0
11133700;0;"Via Camara";"45";715559;96675;2;1;0
11133701;0;"Via Camara";"46";715509;96658;4;4;0
11133701;1;"Via Camara";"48";715509;96658;4;5;1
11133703;0;"Via Camara";"50";715517;96603;4;10;0
11133703;1;"Via Camara";"52";715517;96603;4;7;1
11133707;0;"Via Camara";"56a";715507;96527;3;1;0
11133708;0;"Via Camara";"56b";715504;96521;3;1;1
11133709;0;"Via Camara";"58";715536;96533;4;8;0
11133710;0;"Via Camara";"60";715526;96498;3;3;1
11133711;0;"Via Camara";"62";715517;96470;3;2;1
11133712;0;"Via Camara";"69";715517;96398;4;8;0
11133713;0;"Vicolo Selvetta";"1";715430;96343;1;1;0
11133714;0;"Vicolo Selvetta";"3";715416;96386;3;3;0
11133715;0;"Vicolo Selvetta";"5";715441;96408;2;1;0
11133716;0;"Vicolo Selvetta";"7";715433;96442;2;1;1
11133717;0;"Via dei Casagrande";"12";715472;96476;2;0;1
11133718;0;"Via dei Casagrande";"14";715465;96500;2;0;2
11133719;0;"Via dei Casagrande";"16";715487;96508;2;1;0
11133720;0;"Via dei Casagrande";"18";715476;96527;2;2;0
11133721;0;"Via dei Casagrande";"20";715457;96520;4;7;0
11133722;0;"Via dei Casagrande";"22";715442;96568;4;20;16
11133723;0;"Via dei Casagrande";"23";715375;96586;4;10;0
11133725;0;"Via dei Casagrande";"24a";715408;96615;2;1;0
11133725;1;"Via dei Casagrande";"24c";715408;96615;2;1;0
11133725;2;"Via dei Casagrande";"24d";715408;96615;2;1;0
11133725;3;"Via dei Casagrande";"24b";715408;96615;2;1;0
11133725;4;"Via dei Casagrande";"24e";715408;96615;2;1;0
11133730;0;"Via dei Casagrande";"25";715348;96603;4;8;2
11133731;0;"Via dei Casagrande";"26";715397;96629;1;0;1
11133732;0;"Via dei Casagrande";"27";715369;96620;4;4;3
11133734;0;"Via dei Casagrande";"28a";715417;96695;2;1;0
11133735;0;"Via al Roccolo di Breganzona";"7";715399;96415;3;0;1
11133736;0;"Via dei Casagrande";"30";715382;96687;2;1;0
11133737;0;"Via dei Casagrande";"34";715421;96746;1;1;0
11133738;0;"Via dei Casagrande";"36";715377;96718;1;0;1
11133739;0;"Via dei Casagrande";"38";715332;96729;2;1;0
11133740;0;"Via dei Casagrande";"32";715395;96709;2;1;0
11133741;0;"Via Crevuglio";"21";715397;96553;2;1;0
11133742;0;"Via Crevuglio";"23";715373;96549;2;2;0
11133743;0;"Via Crevuglio";"24";715345;96568;2;2;1
11133744;0;"Via Crevuglio";"25";715350;96543;4;6;0
11133745;0;"Via Crevuglio";"25a";715292;96548;4;10;0
11133746;0;"Via Crevuglio";"25b";715283;96572;5;13;0
11133747;0;"Via Crevuglio";"25c";715272;96594;4;8;0
11133748;0;"Via Crevuglio";"25d";715232;96605;2;1;0
11133749;0;"Via Crevuglio";"25d1";715240;96603;3;1;0
11133750;0;"Via Crevuglio";"27a";715324;96524;4;4;2
11133751;0;"Via Crevuglio";"28";715301;96628;3;3;0
11133752;0;"Via Crevuglio";"29";715284;96613;4;5;1
11133753;0;"Via Crevuglio";"30";715287;96635;3;3;0
11133754;0;"Via Crevuglio";"31";715250;96625;3;2;0
11133755;0;"Via Crevuglio";"32";715263;96652;2;1;0
11133756;0;"Via Crevuglio";"32a";715268;96677;3;2;0
11133757;0;"Via Crevuglio";"32b";715248;96724;3;6;0
11133758;0;"Via Crevuglio";"33";715217;96620;3;1;0
11133759;0;"Via Crevuglio";"34";715238;96658;2;1;0
11133760;0;"Via Crevuglio";"36";715230;96676;2;1;0
11133761;0;"Via Crevuglio";"37";715209;96662;2;1;0
11133762;0;"Via Crevuglio";"39";715189;96651;2;1;0
11133763;0;"Via Pradello";"1";715439;96475;2;1;0
11133764;0;"Via Pradello";"3";715379;96502;1;1;0
11133765;0;"Via Pradello";"4";715375;96520;2;1;0
11133766;0;"Via Pradello";"6";715361;96522;3;4;0
11133767;0;"Via Pradello";"7";715341;96487;3;2;0
11133769;0;"Via Pradello";"13";715367;96434;2;1;0
11133770;0;"Via Pradello";"17";715288;96432;3;5;0
11133771;0;"Via Pradello";"19";715250;96434;2;2;0
11133772;0;"Via Pradello";"21";715306;96357;2;3;1
11133773;0;"Via Pradello";"23";715193;96435;2;1;0
11133773;1;"Via Pradello";"23a";715193;96435;2;1;0
11133773;2;"Via Pradello";"23b";715193;96435;2;1;0
11133774;0;"Via Pradello";"25";715184;96406;2;2;0
11133775;0;"Via Pradello";"28";715114;96474;2;1;0
11133777;0;"Via Pradello";"36";715072;96381;2;0;1
11133778;0;"Via al Roccolo di Breganzona";"2";715368;96483;3;2;0
11133779;0;"Via al Roccolo di Breganzona";"4";715385;96456;2;1;0
11133780;0;"Via al Roccolo di Breganzona";"5";715403;96444;2;1;0
11133781;0;"Via al Roccolo di Breganzona";"8";715354;96402;3;1;0
11133783;0;"Via al Roccolo di Breganzona";"11";715374;96365;3;3;0
11133784;0;"Via al Roccolo di Breganzona";"12";715335;96354;3;2;0
